activo,ticker,categoria,recomendacion,score_rentabilidad,precio_actual,precio_objetivo,retorno_esperado,direccion,confianza,tendencia,rsi,volatilidad,patrones_alcistas,patrones_bajistas,total_patrones
Advanced Micro Devices,AMD,🟢 ALCISTA,✅ COMPRA,61.25,253.16310119628906,253.16310119628906,0.0,Neutral/Lateral,50.0,alcista,58.930372982563625,4.41758726735641,3,2,8
Datadog,DDOG,🟢 ALCISTA,✅ COMPRA,61.25,156.89999389648438,160.9772005311518,2.5986021626982208,Alcista,66.66666666666666,bajista,45.418483270662456,2.5986021626982327,3,3,8
Google,GOOGL,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,52.86,277.79998779296875,277.79998779296875,0.0,Neutral/Lateral,50.0,alcista,74.3496482454465,1.8354247700340065,3,2,7
Robinhood,HOOD,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,50.0,140.33999633789062,140.33999633789062,0.0,Neutral/Lateral,50.0,bajista,55.018651010836294,3.9462329798212332,2,0,3
Snowflake,SNOW,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,50.0,265.69500732421875,265.69500732421875,0.0,Neutral/Lateral,50.0,alcista,70.34821021584328,2.629709829766162,6,3,12
Microsoft,MSFT,🟡 NEUTRAL-ALCISTA,⚖️ MANTENER/OBSERVAR,45.0,512.2905883789062,512.2905883789062,0.0,Neutral/Lateral,50.0,bajista,49.08200577901654,1.1173456921365483,4,3,12
Oro,GC=F,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,41.36,3948.10009765625,3948.10009765625,0.0,Neutral/Lateral,50.0,bajista,38.5255977643891,2.171845687221485,6,3,11
Intel,INTC,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,40.48,37.599998474121094,36.53709826574694,-2.8268623710336414,Bajista,69.23076923076923,alcista,51.98586441093408,2.8268623710336445,3,4,8
NIO,NIO,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,40.0,7.255000114440918,7.255000114440918,0.0,Neutral/Lateral,50.0,bajista,62.75660783618937,3.8289362562847873,3,2,6
Netflix,NFLX,🟡 NEUTRAL,⚠️ PRECAUCIÓN,35.71,1088.6300048828125,1088.6300048828125,0.0,Neutral/Lateral,50.0,bajista,31.251215094598734,2.6850653567900906,5,5,14
Plata,SI=F,🟠 NEUTRAL-BAJISTA,⚠️ PRECAUCIÓN,31.67,47.11000061035156,47.11000061035156,0.0,Neutral/Lateral,50.0,bajista,37.74505999025623,3.249404946388381,2,5,9
Shopify,SHOP,🔴 MUY BAJISTA,🛑 VENTA FUERTE,10.5,163.86500549316406,159.04209748932197,-2.9432202374919423,Bajista,90.0,bajista,58.72961405653042,2.943220237491952,1,1,4
