activo,ticker,categoria,recomendacion,score_rentabilidad,precio_actual,precio_objetivo,retorno_esperado,direccion,confianza,tendencia,rsi,volatilidad,patrones_alcistas,patrones_bajistas,total_patrones
S&P 500,^GSPC,🟢 ALCISTA,✅ COMPRA,65.0,6782.240234375,6782.240234375,0.0,Neutral/Lateral,50.0,alcista,60.225879495606456,0.9286213723084815,3,2,6
Illumina,ILMN,🟢 ALCISTA,✅ COMPRA,65.0,117.44499969482422,124.56448672880101,6.061975437418772,Alcista,66.66666666666666,alcista,73.18599815528302,6.061975437418783,4,2,8
Broadcom,AVGO,🟢 ALCISTA,✅ COMPRA,65.0,357.5150146484375,357.5150146484375,0.0,Neutral/Lateral,50.0,alcista,53.405288681096046,3.2511574118634945,6,3,12
Tesla,TSLA,🟢 ALCISTA,✅ COMPRA,62.0,449.3599853515625,449.3599853515625,0.0,Neutral/Lateral,50.0,alcista,54.57530770595827,3.098199341596433,4,3,10
Dow Jones,^DJI,🟢 ALCISTA,✅ COMPRA,62.0,47068.5703125,47068.5703125,0.0,Neutral/Lateral,50.0,alcista,61.83885851592094,0.7341837641508301,4,6,10
AMD,AMD,🟢 ALCISTA,✅ COMPRA,61.25,253.52000427246094,253.52000427246094,0.0,Neutral/Lateral,50.0,alcista,59.18945695950781,4.412039291809831,3,2,8
Advanced Micro Devices,AMD,🟢 ALCISTA,✅ COMPRA,61.25,253.52000427246094,253.52000427246094,0.0,Neutral/Lateral,50.0,alcista,59.18945695950781,4.412039291809831,3,2,8
Datadog,DDOG,🟢 ALCISTA,✅ COMPRA,61.25,157.50999450683594,161.56828910870001,2.5765314858721213,Alcista,66.66666666666666,bajista,46.246991816646144,2.5765314858721045,3,3,8
Apple,AAPL,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,52.86,270.3900146484375,270.3900146484375,0.0,Neutral/Lateral,50.0,alcista,77.57404733464774,1.506987154304288,3,1,7
Google,GOOGL,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,52.86,278.0899963378906,278.0899963378906,0.0,Neutral/Lateral,50.0,alcista,74.74397977846277,1.8283132170189742,3,2,7
Robinhood,HOOD,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,50.0,140.19500732421875,140.19500732421875,0.0,Neutral/Lateral,50.0,bajista,54.88960298743109,3.9519407219072646,2,0,3
Snowflake,SNOW,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,50.0,267.0143127441406,267.0143127441406,0.0,Neutral/Lateral,50.0,alcista,71.90268025428873,2.589842643319405,6,3,12
Microsoft,MSFT,🟡 NEUTRAL-ALCISTA,⚖️ MANTENER/OBSERVAR,45.91,512.619384765625,512.619384765625,0.0,Neutral/Lateral,50.0,bajista,49.34343159695272,1.1152278578573933,4,3,11
Oro,GC=F,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,41.36,3952.300048828125,3952.300048828125,0.0,Neutral/Lateral,50.0,bajista,38.688576674905505,2.168756601402592,6,3,11
Intel,INTC,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,40.48,37.6349983215332,36.57402398207169,-2.819116213044895,Bajista,69.23076923076923,alcista,52.14695312296832,2.8191162130448975,3,4,8
NIO,NIO,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,40.0,7.2600998878479,7.2600998878479,0.0,Neutral/Lateral,50.0,bajista,62.94488051151406,3.827098311158303,3,2,6
Netflix,NFLX,🟡 NEUTRAL,⚠️ PRECAUCIÓN,35.71,1089.739990234375,1089.739990234375,0.0,Neutral/Lateral,50.0,bajista,31.36507074126071,2.6837232802046764,5,5,14
Plata,SI=F,🟠 NEUTRAL-BAJISTA,⚠️ PRECAUCIÓN,31.67,47.10499954223633,47.10499954223633,0.0,Neutral/Lateral,50.0,bajista,37.733389057707754,3.2496593376279233,2,5,9
Shopify,SHOP,🔴 MUY BAJISTA,🛑 VENTA FUERTE,10.5,164.06399536132812,159.2519882957967,-2.933006144909273,Bajista,90.0,bajista,58.99737273129316,2.9330061449092826,1,1,4
