activo,ticker,categoria,recomendacion,score_rentabilidad,precio_actual,precio_objetivo,retorno_esperado,direccion,confianza,tendencia,rsi,volatilidad,patrones_alcistas,patrones_bajistas,total_patrones
Tesla,TSLA,🟢 ALCISTA,✅ COMPRA,62.0,450.1050109863281,450.1050109863281,0.0,Neutral/Lateral,50.0,alcista,54.838402647641345,3.087945176546781,4,3,10
Dow Jones,^DJI,🟢 ALCISTA,✅ COMPRA,62.0,47065.37890625,47065.37890625,0.0,Neutral/Lateral,50.0,alcista,61.78159421308313,0.7344638467431535,4,6,10
AMD,AMD,🟢 ALCISTA,✅ COMPRA,61.25,253.31500244140625,253.31500244140625,0.0,Neutral/Lateral,50.0,alcista,59.04036375867465,4.415201941714182,3,2,8
Advanced Micro Devices,AMD,🟢 ALCISTA,✅ COMPRA,61.25,253.31500244140625,253.31500244140625,0.0,Neutral/Lateral,50.0,alcista,59.04036375867465,4.415201941714182,3,2,8
Datadog,DDOG,🟢 ALCISTA,✅ COMPRA,61.25,157.06500244140625,161.1367457619191,2.592393758776286,Alcista,66.66666666666666,bajista,45.639656232198625,2.592393758776301,3,3,8
Google,GOOGL,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,52.86,278.1099853515625,278.1099853515625,0.0,Neutral/Lateral,50.0,alcista,74.77131346246827,1.8278320569952877,3,2,7
Robinhood,HOOD,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,50.0,140.5500030517578,140.5500030517578,0.0,Neutral/Lateral,50.0,bajista,55.206647928753895,3.938159396343146,2,0,3
Snowflake,SNOW,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,50.0,266.05999755859375,266.05999755859375,0.0,Neutral/Lateral,50.0,alcista,70.77149390868934,2.6183288180745814,6,3,12
Microsoft,MSFT,🟡 NEUTRAL-ALCISTA,⚖️ MANTENER/OBSERVAR,45.91,512.7999877929688,512.7999877929688,0.0,Neutral/Lateral,50.0,bajista,49.48821739803022,1.1141363988338935,4,3,11
Oro,GC=F,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,41.36,3948.699951171875,3948.699951171875,0.0,Neutral/Lateral,50.0,bajista,38.54879094906743,2.1713899634500438,6,3,11
Intel,INTC,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,40.48,37.625,36.563479219690905,-2.8213176885291573,Bajista,69.23076923076923,alcista,52.10083353073252,2.8213176885291547,3,4,8
NIO,NIO,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,40.0,7.264999866485596,7.264999866485596,0.0,Neutral/Lateral,50.0,bajista,63.12684440468455,3.825386932591638,3,2,6
Netflix,NFLX,🟡 NEUTRAL,⚠️ PRECAUCIÓN,35.71,1089.8299560546875,1089.8299560546875,0.0,Neutral/Lateral,50.0,bajista,31.374335252146295,2.68362238800944,5,5,14
Plata,SI=F,🟠 NEUTRAL-BAJISTA,⚠️ PRECAUCIÓN,31.67,47.1349983215332,47.1349983215332,0.0,Neutral/Lateral,50.0,bajista,37.80350524993548,3.2481570494612493,2,5,9
Shopify,SHOP,🔴 MUY BAJISTA,🛑 VENTA FUERTE,10.5,163.89999389648438,159.07902090180326,-2.9414113326483307,Bajista,90.0,bajista,58.77651784156289,2.9414113326483324,1,1,4
