activo,ticker,categoria,recomendacion,score_rentabilidad,precio_actual,precio_objetivo,retorno_esperado,direccion,confianza,tendencia,rsi,volatilidad,patrones_alcistas,patrones_bajistas,total_patrones
Qualcomm,QCOM,🟢 ALCISTA,✅ COMPRA,67.5,175.6699981689453,175.6699981689453,0.0,Neutral/Lateral,50.0,alcista,63.385329236446005,3.500217674718194,3,1,4
Illumina,ILMN,🟢 ALCISTA,✅ COMPRA,67.14,120.33000183105469,127.58004799108403,6.025135917647975,Alcista,66.66666666666666,alcista,77.05404528515291,6.025135917647971,4,2,7
Broadcom,AVGO,🟢 ALCISTA,✅ COMPRA,66.36,358.9700012207031,358.9700012207031,0.0,Neutral/Lateral,50.0,alcista,54.27484930758329,3.2415752287267647,6,2,11
S&P 500,^GSPC,🟢 ALCISTA,✅ COMPRA,65.0,6797.72021484375,6797.72021484375,0.0,Neutral/Lateral,50.0,alcista,61.99111714313714,0.9170692326619181,3,2,6
Tesla,TSLA,🟢 ALCISTA,✅ COMPRA,62.0,452.260009765625,452.260009765625,0.0,Neutral/Lateral,50.0,alcista,55.613891216908335,3.060308522063843,4,3,10
Dow Jones,^DJI,🟢 ALCISTA,✅ COMPRA,62.0,47195.08984375,47195.08984375,0.0,Neutral/Lateral,50.0,alcista,64.1978187642805,0.7254006807289124,4,6,10
Robinhood,HOOD,🟢 ALCISTA,✅ COMPRA,60.0,142.10000610351562,142.10000610351562,0.0,Neutral/Lateral,50.0,bajista,56.63496559066389,3.885785365186867,2,0,2
Datadog,DDOG,🟢 ALCISTA,✅ COMPRA,60.0,158.89500427246094,162.9239457949887,2.535599870477514,Alcista,66.66666666666666,bajista,48.24520148480021,2.5355998704775202,3,3,9
AMD,AMD,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,56.25,254.75030517578125,254.75030517578125,0.0,Neutral/Lateral,50.0,alcista,60.100290443016256,4.394430457380834,3,2,8
Advanced Micro Devices,AMD,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,56.25,254.75030517578125,254.75030517578125,0.0,Neutral/Lateral,50.0,alcista,60.100290443016256,4.394430457380834,3,2,8
Apple,AAPL,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,52.86,270.1000061035156,270.1000061035156,0.0,Neutral/Lateral,50.0,alcista,77.4023545600366,1.5063145475494537,3,1,7
Google,GOOGL,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,52.86,278.3999938964844,278.3999938964844,0.0,Neutral/Lateral,50.0,alcista,75.17014248468367,1.820982925342866,3,2,7
Snowflake,SNOW,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,50.0,266.8399963378906,266.8399963378906,0.0,Neutral/Lateral,50.0,alcista,71.69336485318779,2.594906882175512,6,3,12
Microsoft,MSFT,🟡 NEUTRAL-ALCISTA,⚖️ MANTENER/OBSERVAR,45.91,513.0836181640625,513.0836181640625,0.0,Neutral/Lateral,50.0,bajista,49.71732107046401,1.1125255603246458,4,3,11
Oro,GC=F,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,41.36,3975.0,3975.0,0.0,Neutral/Lateral,50.0,bajista,39.59387285977672,2.1562016320708794,6,3,11
Intel,INTC,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,40.48,37.71070098876953,36.65376627687439,-2.802744802357028,Bajista,69.23076923076923,alcista,52.49881675797124,2.8027448023570276,3,4,8
NIO,NIO,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,40.0,7.349999904632568,7.349999904632568,0.0,Neutral/Lateral,50.0,bajista,66.45963229605866,3.8042733642330404,3,2,6
Netflix,NFLX,🟡 NEUTRAL,⚠️ PRECAUCIÓN,35.71,1095.0,1095.0,0.0,Neutral/Lateral,50.0,bajista,31.916089834904753,2.679815303178655,5,5,14
Plata,SI=F,🟠 NEUTRAL-BAJISTA,⚠️ PRECAUCIÓN,34.0,47.48500061035156,47.48500061035156,0.0,Neutral/Lateral,50.0,bajista,38.64124854690516,3.2348494562338783,3,5,10
Shopify,SHOP,🔴 MUY BAJISTA,🛑 VENTA FUERTE,8.0,165.80990600585938,161.08214862477203,-2.8513117792372875,Bajista,90.0,bajista,61.45569954460454,2.8513117792372866,1,1,3
