activo,ticker,categoria,recomendacion,score_rentabilidad,precio_actual,precio_objetivo,retorno_esperado,direccion,confianza,tendencia,rsi,volatilidad,patrones_alcistas,patrones_bajistas,total_patrones
Illumina,ILMN,🟢 ALCISTA,✅ COMPRA,67.14,117.20500183105469,124.31591670623897,6.067074582221599,Alcista,66.66666666666666,alcista,72.8543112020629,6.06707458222159,4,2,7
S&P 500,^GSPC,🟢 ALCISTA,✅ COMPRA,65.0,6781.47021484375,6781.47021484375,0.0,Neutral/Lateral,50.0,alcista,60.140692465965984,0.9292605491959078,3,2,6
Broadcom,AVGO,🟢 ALCISTA,✅ COMPRA,65.0,357.739990234375,357.739990234375,0.0,Neutral/Lateral,50.0,alcista,53.53791787310233,3.2495233732522966,6,3,12
Tesla,TSLA,🟢 ALCISTA,✅ COMPRA,62.0,448.2349853515625,448.2349853515625,0.0,Neutral/Lateral,50.0,alcista,54.18278002117685,3.1143525460889547,4,3,10
Dow Jones,^DJI,🟢 ALCISTA,✅ COMPRA,62.0,47057.41015625,47057.41015625,0.0,Neutral/Lateral,50.0,alcista,61.63907063844416,0.7351755840234955,4,6,10
AMD,AMD,🟢 ALCISTA,✅ COMPRA,61.25,252.13999938964844,252.13999938964844,0.0,Neutral/Lateral,50.0,alcista,58.200094591205385,4.434577215160498,3,2,8
Advanced Micro Devices,AMD,🟢 ALCISTA,✅ COMPRA,61.25,252.13999938964844,252.13999938964844,0.0,Neutral/Lateral,50.0,alcista,58.200094591205385,4.434577215160498,3,2,8
Datadog,DDOG,🟢 ALCISTA,✅ COMPRA,61.25,157.4949951171875,161.55371211478717,2.5770450639270788,Alcista,66.66666666666666,bajista,46.22625718071338,2.5770450639270774,3,3,8
Apple,AAPL,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,52.86,270.25,270.25,0.0,Neutral/Lateral,50.0,alcista,77.49148187320148,1.5066166124598306,3,1,7
Google,GOOGL,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,52.86,278.0199890136719,278.0199890136719,0.0,Neutral/Lateral,50.0,alcista,74.64840664709453,1.8300075648355847,3,2,7
Robinhood,HOOD,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,50.0,140.36500549316406,140.36500549316406,0.0,Neutral/Lateral,50.0,bajista,55.04097188960796,3.945259477096199,2,0,3
Snowflake,SNOW,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,50.0,266.8999938964844,266.8999938964844,0.0,Neutral/Lateral,50.0,alcista,71.76527095549983,2.593156750529356,6,3,12
Microsoft,MSFT,🟡 NEUTRAL-ALCISTA,⚖️ MANTENER/OBSERVAR,45.91,512.8049926757812,512.8049926757812,0.0,Neutral/Lateral,50.0,bajista,49.492241811903355,1.114106879671891,4,3,11
Oro,GC=F,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,41.36,3945.199951171875,3945.199951171875,0.0,Neutral/Lateral,50.0,bajista,38.413856838872,2.174117120721754,6,3,11
Intel,INTC,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,40.48,37.56999969482422,36.5054199963725,-2.8335898512088,Bajista,69.23076923076923,alcista,51.848583390755266,2.833589851208805,3,4,8
NIO,NIO,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,40.0,7.259900093078613,7.259900093078613,0.0,Neutral/Lateral,50.0,bajista,62.93748325907726,3.8271692270631217,3,2,6
Netflix,NFLX,🟡 NEUTRAL,⚠️ PRECAUCIÓN,35.71,1089.0,1089.0,0.0,Neutral/Lateral,50.0,bajista,31.289075021643384,2.684598007649209,5,5,14
Plata,SI=F,🟠 NEUTRAL-BAJISTA,⚠️ PRECAUCIÓN,31.67,47.095001220703125,47.095001220703125,0.0,Neutral/Lateral,50.0,bajista,37.71007772000574,3.250172656989244,2,5,9
Shopify,SHOP,🔴 MUY BAJISTA,🛑 VENTA FUERTE,13.0,164.42999267578125,159.6373665258222,-2.914690970891811,Bajista,90.0,bajista,59.49628384440976,2.914690970891809,1,1,3
