activo,ticker,categoria,recomendacion,score_rentabilidad,precio_actual,precio_objetivo,retorno_esperado,direccion,confianza,tendencia,rsi,volatilidad,patrones_alcistas,patrones_bajistas,total_patrones
Qualcomm,QCOM,🟢 ALCISTA,✅ COMPRA,67.5,174.67849731445312,174.67849731445312,0.0,Neutral/Lateral,50.0,alcista,62.08768981533116,3.5260466861447397,3,1,4
Illumina,ILMN,🟢 ALCISTA,✅ COMPRA,67.14,117.16999816894531,124.27969107011884,6.067844168540647,Alcista,66.66666666666666,alcista,72.80618575522071,6.0678441685406534,4,2,7
S&P 500,^GSPC,🟢 ALCISTA,✅ COMPRA,65.0,6781.4501953125,6781.4501953125,0.0,Neutral/Lateral,50.0,alcista,60.138480925239136,0.9292772474338856,3,2,6
Broadcom,AVGO,🟢 ALCISTA,✅ COMPRA,65.0,357.70001220703125,357.70001220703125,0.0,Neutral/Lateral,50.0,alcista,53.514301636661486,3.2498096786235426,6,3,12
Tesla,TSLA,🟢 ALCISTA,✅ COMPRA,62.0,448.7200012207031,448.7200012207031,0.0,Neutral/Lateral,50.0,alcista,54.351314038869454,3.1072903695798617,4,3,10
Dow Jones,^DJI,🟢 ALCISTA,✅ COMPRA,62.0,47060.03125,47060.03125,0.0,Neutral/Lateral,50.0,alcista,61.68587708725887,0.7349395278413822,4,6,10
AMD,AMD,🟢 ALCISTA,✅ COMPRA,61.25,252.33999633789062,252.33999633789062,0.0,Neutral/Lateral,50.0,alcista,58.341423432583404,4.431129926419223,3,2,8
Advanced Micro Devices,AMD,🟢 ALCISTA,✅ COMPRA,61.25,252.33999633789062,252.33999633789062,0.0,Neutral/Lateral,50.0,alcista,58.341423432583404,4.431129926419223,3,2,8
Datadog,DDOG,🟢 ALCISTA,✅ COMPRA,61.25,157.0800018310547,161.15126118948123,2.591838114953254,Alcista,66.66666666666666,bajista,45.65986785613564,2.5918381149532395,3,3,8
Google,GOOGL,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,52.86,277.9700012207031,277.9700012207031,0.0,Neutral/Lateral,50.0,alcista,74.5803133623102,1.8312261203932292,3,2,7
Robinhood,HOOD,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,50.0,140.27000427246094,140.27000427246094,0.0,Neutral/Lateral,50.0,bajista,54.95627863341103,3.9489747377310183,2,0,3
Snowflake,SNOW,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,50.0,266.5827941894531,266.5827941894531,0.0,Neutral/Lateral,50.0,alcista,71.38673815163321,2.602493323799454,6,3,12
Microsoft,MSFT,🟡 NEUTRAL-ALCISTA,⚖️ MANTENER/OBSERVAR,45.0,512.5399780273438,512.5399780273438,0.0,Neutral/Lateral,50.0,bajista,49.28004060448545,1.115723889892351,4,3,12
Oro,GC=F,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,41.36,3948.699951171875,3948.699951171875,0.0,Neutral/Lateral,50.0,bajista,38.54879094906743,2.1713899634500438,6,3,11
Intel,INTC,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,40.48,37.579898834228516,36.5158762615714,-2.8313609287526424,Bajista,69.23076923076923,alcista,51.893803810697264,2.8313609287526393,3,4,8
NIO,NIO,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,40.0,7.259200096130371,7.259200096130371,0.0,Neutral/Lateral,50.0,bajista,62.91158010481568,3.8274183879035117,3,2,6
Netflix,NFLX,🟡 NEUTRAL,⚠️ PRECAUCIÓN,35.71,1088.800048828125,1088.800048828125,0.0,Neutral/Lateral,50.0,bajista,31.268603538327085,2.6848480890747313,5,5,14
Plata,SI=F,🟠 NEUTRAL-BAJISTA,⚠️ PRECAUCIÓN,31.67,47.15999984741211,47.15999984741211,0.0,Neutral/Lateral,50.0,bajista,37.862140746487164,3.2469484542545537,2,5,9
Shopify,SHOP,🔴 MUY BAJISTA,🛑 VENTA FUERTE,10.5,164.0500030517578,159.23723775591512,-2.9337185043052187,Bajista,90.0,bajista,58.97846504842901,2.93371850430523,1,1,4
