activo,ticker,categoria,recomendacion,score_rentabilidad,precio_actual,precio_objetivo,retorno_esperado,direccion,confianza,tendencia,rsi,volatilidad,patrones_alcistas,patrones_bajistas,total_patrones
Illumina,ILMN,🟢 ALCISTA,✅ COMPRA,65.0,117.69499969482422,124.8237783881327,6.05699368009937,Alcista,66.66666666666666,alcista,73.53473537352912,6.056993680099377,4,2,8
Tesla,TSLA,🟢 ALCISTA,✅ COMPRA,62.0,450.5299987792969,450.5299987792969,0.0,Neutral/Lateral,50.0,alcista,54.98962022128215,3.0822556723663075,4,3,10
Dow Jones,^DJI,🟢 ALCISTA,✅ COMPRA,62.0,47044.421875,47044.421875,0.0,Neutral/Lateral,50.0,alcista,61.408175243992154,0.7363734496054474,4,6,10
AMD,AMD,🟢 ALCISTA,✅ COMPRA,61.25,252.8000030517578,252.8000030517578,0.0,Neutral/Lateral,50.0,alcista,58.66910906720706,4.423433131522749,3,2,8
Advanced Micro Devices,AMD,🟢 ALCISTA,✅ COMPRA,61.25,252.8000030517578,252.8000030517578,0.0,Neutral/Lateral,50.0,alcista,58.66910906720706,4.423433131522749,3,2,8
Datadog,DDOG,🟢 ALCISTA,✅ COMPRA,61.25,157.60989379882812,161.66543082133663,2.5731487565653426,Alcista,66.66666666666666,bajista,46.38556505223172,2.573148756565329,3,3,8
Robinhood,HOOD,🟢 ALCISTA,✅ COMPRA,60.0,140.82000732421875,140.82000732421875,0.0,Neutral/Lateral,50.0,bajista,55.45025043975955,3.928118020264299,2,0,2
Apple,AAPL,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,52.86,270.3992004394531,270.3992004394531,0.0,Neutral/Lateral,50.0,alcista,77.57944295015008,1.5070144521232072,3,1,7
Google,GOOGL,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,52.86,278.2294921875,278.2294921875,0.0,Neutral/Lateral,50.0,alcista,74.93514930208563,1.8249797537560457,3,2,7
Snowflake,SNOW,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,50.0,266.635009765625,266.635009765625,0.0,Neutral/Lateral,50.0,alcista,71.44877522168213,2.6009422049607918,6,3,12
Microsoft,MSFT,🟡 NEUTRAL-ALCISTA,⚖️ MANTENER/OBSERVAR,45.0,511.8599853515625,511.8599853515625,0.0,Neutral/Lateral,50.0,bajista,48.743794178174845,1.1203732131138227,4,3,12
Oro,GC=F,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,41.36,3948.199951171875,3948.199951171875,0.0,Neutral/Lateral,50.0,bajista,38.52945663894486,2.171769490587351,6,3,11
Intel,INTC,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,40.48,37.685001373291016,36.62671478847255,-2.808243455627207,Bajista,69.23076923076923,alcista,52.37883458528012,2.8082434556272085,3,4,8
NIO,NIO,🟡 NEUTRAL,⚖️ MANTENER/OBSERVAR,40.0,7.289999961853027,7.289999961853027,0.0,Neutral/Lateral,50.0,bajista,64.07186141673289,3.817490282482341,3,2,6
Netflix,NFLX,🟡 NEUTRAL,⚠️ PRECAUCIÓN,35.71,1092.5400390625,1092.5400390625,0.0,Neutral/Lateral,50.0,bajista,31.65600315093343,2.681138273201098,5,5,14
Plata,SI=F,🟠 NEUTRAL-BAJISTA,⚠️ PRECAUCIÓN,31.67,47.1349983215332,47.1349983215332,0.0,Neutral/Lateral,50.0,bajista,37.80350524993548,3.2481570494612493,2,5,9
Shopify,SHOP,🔴 MUY BAJISTA,🛑 VENTA FUERTE,10.5,163.19000244140625,158.32827231642287,-2.979183805533061,Bajista,90.0,bajista,57.8391678545466,2.9791838055330557,1,1,4
